 E (mV), i (mA), E (mV)-20, i (mA)-20, E (mV)-40, i (mA)-40, E (mV)-60, i (mA)-60, E (mV)-80, i (mA)-80, E (mV)-100, i (mA)-100, E (mV)-150, i (mA)-150, E (mV)-200, i (mA)-200, E (mV)-250, i (mA)-250, E (mV)-300, i (mA)-300, E (mV)-350, i (mA)-350, E (mV)-400, i (mA)-400, E (mV)-450, i (mA)-450, E (mV)-500, i (mA)-500, E (mV)-600, i (mA)-600, E (mV)-700, i (mA)-700, E (mV)-800, i (mA)-800, E (mV)-900, i (mA)-900, E (mV)-1000, i (mA)-1000
920.1,-2.05E-01,920100,-2.05E+05,920100000,-2.05E+11,9.201E+11,-2.05E+17,9.201E+14,-2.05E+23,9.201E+17,-2.05E+29,9.201E+20,-2.05E+35,9.201E+23,-2.05E+41,9.201E+26,-2.05E+47,9.201E+29,-2.05E+53,9.201E+32,-2.05E+59,9.201E+35,-2.05E+65,9.201E+38,-2.05E+71,9.201E+41,-2.05E+77,9.201E+44,-2.05E+83,9.201E+47,-2.05E+89,9.201E+50,-2.05E+95,9.201E+53,-2.05E+101,9.201E+56,-2.05E+107
910.03,-2.03E-01,910030,-2.03E+05,910030000,-2.03E+11,9.1003E+11,-2.03E+17,9.1003E+14,-2.03E+23,9.1003E+17,-2.03E+29,9.1003E+20,-2.03E+35,9.1003E+23,-2.03E+41,9.1003E+26,-2.03E+47,9.1003E+29,-2.03E+53,9.1003E+32,-2.03E+59,9.1003E+35,-2.03E+65,9.1003E+38,-2.03E+71,9.1003E+41,-2.03E+77,9.1003E+44,-2.03E+83,9.1003E+47,-2.03E+89,9.1003E+50,-2.03E+95,9.1003E+53,-2.03E+101,9.1003E+56,-2.03E+107
900.27,-2.00E-01,900270,-2.00E+05,900270000,-2.00E+11,9.0027E+11,-2.00E+17,9.0027E+14,-2.00E+23,9.0027E+17,-2.00E+29,9.0027E+20,-2.00E+35,9.0027E+23,-2.00E+41,9.0027E+26,-2.00E+47,9.0027E+29,-2.00E+53,9.0027E+32,-2.00E+59,9.0027E+35,-2.00E+65,9.0027E+38,-2.00E+71,9.0027E+41,-2.00E+77,9.0027E+44,-2.00E+83,9.0027E+47,-2.00E+89,9.0027E+50,-2.00E+95,9.0027E+53,-2.00E+101,9.0027E+56,-2.00E+107
890.2,-1.97E-01,890200,-1.97E+05,890200000,-1.97E+11,8.902E+11,-1.97E+17,8.902E+14,-1.97E+23,8.902E+17,-1.97E+29,8.902E+20,-1.97E+35,8.902E+23,-1.97E+41,8.902E+26,-1.97E+47,8.902E+29,-1.97E+53,8.902E+32,-1.97E+59,8.902E+35,-1.97E+65,8.902E+38,-1.97E+71,8.902E+41,-1.97E+77,8.902E+44,-1.97E+83,8.902E+47,-1.97E+89,8.902E+50,-1.97E+95,8.902E+53,-1.97E+101,8.902E+56,-1.97E+107
880.43,-1.95E-01,880430,-1.95E+05,880430000,-1.95E+11,8.8043E+11,-1.95E+17,8.8043E+14,-1.95E+23,8.8043E+17,-1.95E+29,8.8043E+20,-1.95E+35,8.8043E+23,-1.95E+41,8.8043E+26,-1.95E+47,8.8043E+29,-1.95E+53,8.8043E+32,-1.95E+59,8.8043E+35,-1.95E+65,8.8043E+38,-1.95E+71,8.8043E+41,-1.95E+77,8.8043E+44,-1.95E+83,8.8043E+47,-1.95E+89,8.8043E+50,-1.95E+95,8.8043E+53,-1.95E+101,8.8043E+56,-1.95E+107
870.36,-1.91E-01,870360,-1.91E+05,870360000,-1.91E+11,8.7036E+11,-1.91E+17,8.7036E+14,-1.91E+23,8.7036E+17,-1.91E+29,8.7036E+20,-1.91E+35,8.7036E+23,-1.91E+41,8.7036E+26,-1.91E+47,8.7036E+29,-1.91E+53,8.7036E+32,-1.91E+59,8.7036E+35,-1.91E+65,8.7036E+38,-1.91E+71,8.7036E+41,-1.91E+77,8.7036E+44,-1.91E+83,8.7036E+47,-1.91E+89,8.7036E+50,-1.91E+95,8.7036E+53,-1.91E+101,8.7036E+56,-1.91E+107
860.6,-1.88E-01,860600,-1.88E+05,860600000,-1.88E+11,8.606E+11,-1.88E+17,8.606E+14,-1.88E+23,8.606E+17,-1.88E+29,8.606E+20,-1.88E+35,8.606E+23,-1.88E+41,8.606E+26,-1.88E+47,8.606E+29,-1.88E+53,8.606E+32,-1.88E+59,8.606E+35,-1.88E+65,8.606E+38,-1.88E+71,8.606E+41,-1.88E+77,8.606E+44,-1.88E+83,8.606E+47,-1.88E+89,8.606E+50,-1.88E+95,8.606E+53,-1.88E+101,8.606E+56,-1.88E+107
850.52,-1.83E-01,850520,-1.83E+05,850520000,-1.83E+11,8.5052E+11,-1.83E+17,8.5052E+14,-1.83E+23,8.5052E+17,-1.83E+29,8.5052E+20,-1.83E+35,8.5052E+23,-1.83E+41,8.5052E+26,-1.83E+47,8.5052E+29,-1.83E+53,8.5052E+32,-1.83E+59,8.5052E+35,-1.83E+65,8.5052E+38,-1.83E+71,8.5052E+41,-1.83E+77,8.5052E+44,-1.83E+83,8.5052E+47,-1.83E+89,8.5052E+50,-1.83E+95,8.5052E+53,-1.83E+101,8.5052E+56,-1.83E+107
840.76,-1.81E-01,840760,-1.81E+05,840760000,-1.81E+11,8.4076E+11,-1.81E+17,8.4076E+14,-1.81E+23,8.4076E+17,-1.81E+29,8.4076E+20,-1.81E+35,8.4076E+23,-1.81E+41,8.4076E+26,-1.81E+47,8.4076E+29,-1.81E+53,8.4076E+32,-1.81E+59,8.4076E+35,-1.81E+65,8.4076E+38,-1.81E+71,8.4076E+41,-1.81E+77,8.4076E+44,-1.81E+83,8.4076E+47,-1.81E+89,8.4076E+50,-1.81E+95,8.4076E+53,-1.81E+101,8.4076E+56,-1.81E+107
830.69,-1.78E-01,830690,-1.78E+05,830690000,-1.78E+11,8.3069E+11,-1.78E+17,8.3069E+14,-1.78E+23,8.3069E+17,-1.78E+29,8.3069E+20,-1.78E+35,8.3069E+23,-1.78E+41,8.3069E+26,-1.78E+47,8.3069E+29,-1.78E+53,8.3069E+32,-1.78E+59,8.3069E+35,-1.78E+65,8.3069E+38,-1.78E+71,8.3069E+41,-1.78E+77,8.3069E+44,-1.78E+83,8.3069E+47,-1.78E+89,8.3069E+50,-1.78E+95,8.3069E+53,-1.78E+101,8.3069E+56,-1.78E+107
820.62,-1.74E-01,820620,-1.74E+05,820620000,-1.74E+11,8.2062E+11,-1.74E+17,8.2062E+14,-1.74E+23,8.2062E+17,-1.74E+29,8.2062E+20,-1.74E+35,8.2062E+23,-1.74E+41,8.2062E+26,-1.74E+47,8.2062E+29,-1.74E+53,8.2062E+32,-1.74E+59,8.2062E+35,-1.74E+65,8.2062E+38,-1.74E+71,8.2062E+41,-1.74E+77,8.2062E+44,-1.74E+83,8.2062E+47,-1.74E+89,8.2062E+50,-1.74E+95,8.2062E+53,-1.74E+101,8.2062E+56,-1.74E+107
810.85,-1.71E-01,810850,-1.71E+05,810850000,-1.71E+11,8.1085E+11,-1.71E+17,8.1085E+14,-1.71E+23,8.1085E+17,-1.71E+29,8.1085E+20,-1.71E+35,8.1085E+23,-1.71E+41,8.1085E+26,-1.71E+47,8.1085E+29,-1.71E+53,8.1085E+32,-1.71E+59,8.1085E+35,-1.71E+65,8.1085E+38,-1.71E+71,8.1085E+41,-1.71E+77,8.1085E+44,-1.71E+83,8.1085E+47,-1.71E+89,8.1085E+50,-1.71E+95,8.1085E+53,-1.71E+101,8.1085E+56,-1.71E+107
800.78,-1.68E-01,800780,-1.68E+05,800780000,-1.68E+11,8.0078E+11,-1.68E+17,8.0078E+14,-1.68E+23,8.0078E+17,-1.68E+29,8.0078E+20,-1.68E+35,8.0078E+23,-1.68E+41,8.0078E+26,-1.68E+47,8.0078E+29,-1.68E+53,8.0078E+32,-1.68E+59,8.0078E+35,-1.68E+65,8.0078E+38,-1.68E+71,8.0078E+41,-1.68E+77,8.0078E+44,-1.68E+83,8.0078E+47,-1.68E+89,8.0078E+50,-1.68E+95,8.0078E+53,-1.68E+101,8.0078E+56,-1.68E+107
791.02,-1.64E-01,791020,-1.64E+05,791020000,-1.64E+11,7.9102E+11,-1.64E+17,7.9102E+14,-1.64E+23,7.9102E+17,-1.64E+29,7.9102E+20,-1.64E+35,7.9102E+23,-1.64E+41,7.9102E+26,-1.64E+47,7.9102E+29,-1.64E+53,7.9102E+32,-1.64E+59,7.9102E+35,-1.64E+65,7.9102E+38,-1.64E+71,7.9102E+41,-1.64E+77,7.9102E+44,-1.64E+83,7.9102E+47,-1.64E+89,7.9102E+50,-1.64E+95,7.9102E+53,-1.64E+101,7.9102E+56,-1.64E+107
780.94,-1.61E-01,780940,-1.61E+05,780940000,-1.61E+11,7.8094E+11,-1.61E+17,7.8094E+14,-1.61E+23,7.8094E+17,-1.61E+29,7.8094E+20,-1.61E+35,7.8094E+23,-1.61E+41,7.8094E+26,-1.61E+47,7.8094E+29,-1.61E+53,7.8094E+32,-1.61E+59,7.8094E+35,-1.61E+65,7.8094E+38,-1.61E+71,7.8094E+41,-1.61E+77,7.8094E+44,-1.61E+83,7.8094E+47,-1.61E+89,7.8094E+50,-1.61E+95,7.8094E+53,-1.61E+101,7.8094E+56,-1.61E+107
771.18,-1.58E-01,771180,-1.58E+05,771180000,-1.58E+11,7.7118E+11,-1.58E+17,7.7118E+14,-1.58E+23,7.7118E+17,-1.58E+29,7.7118E+20,-1.58E+35,7.7118E+23,-1.58E+41,7.7118E+26,-1.58E+47,7.7118E+29,-1.58E+53,7.7118E+32,-1.58E+59,7.7118E+35,-1.58E+65,7.7118E+38,-1.58E+71,7.7118E+41,-1.58E+77,7.7118E+44,-1.58E+83,7.7118E+47,-1.58E+89,7.7118E+50,-1.58E+95,7.7118E+53,-1.58E+101,7.7118E+56,-1.58E+107
761.11,-1.55E-01,761110,-1.55E+05,761110000,-1.55E+11,7.6111E+11,-1.55E+17,7.6111E+14,-1.55E+23,7.6111E+17,-1.55E+29,7.6111E+20,-1.55E+35,7.6111E+23,-1.55E+41,7.6111E+26,-1.55E+47,7.6111E+29,-1.55E+53,7.6111E+32,-1.55E+59,7.6111E+35,-1.55E+65,7.6111E+38,-1.55E+71,7.6111E+41,-1.55E+77,7.6111E+44,-1.55E+83,7.6111E+47,-1.55E+89,7.6111E+50,-1.55E+95,7.6111E+53,-1.55E+101,7.6111E+56,-1.55E+107
751.34,-1.52E-01,751340,-1.52E+05,751340000,-1.52E+11,7.5134E+11,-1.52E+17,7.5134E+14,-1.52E+23,7.5134E+17,-1.52E+29,7.5134E+20,-1.52E+35,7.5134E+23,-1.52E+41,7.5134E+26,-1.52E+47,7.5134E+29,-1.52E+53,7.5134E+32,-1.52E+59,7.5134E+35,-1.52E+65,7.5134E+38,-1.52E+71,7.5134E+41,-1.52E+77,7.5134E+44,-1.52E+83,7.5134E+47,-1.52E+89,7.5134E+50,-1.52E+95,7.5134E+53,-1.52E+101,7.5134E+56,-1.52E+107
741.27,-1.49E-01,741270,-1.49E+05,741270000,-1.49E+11,7.4127E+11,-1.49E+17,7.4127E+14,-1.49E+23,7.4127E+17,-1.49E+29,7.4127E+20,-1.49E+35,7.4127E+23,-1.49E+41,7.4127E+26,-1.49E+47,7.4127E+29,-1.49E+53,7.4127E+32,-1.49E+59,7.4127E+35,-1.49E+65,7.4127E+38,-1.49E+71,7.4127E+41,-1.49E+77,7.4127E+44,-1.49E+83,7.4127E+47,-1.49E+89,7.4127E+50,-1.49E+95,7.4127E+53,-1.49E+101,7.4127E+56,-1.49E+107
731.2,-1.46E-01,731200,-1.46E+05,731200000,-1.46E+11,7.312E+11,-1.46E+17,7.312E+14,-1.46E+23,7.312E+17,-1.46E+29,7.312E+20,-1.46E+35,7.312E+23,-1.46E+41,7.312E+26,-1.46E+47,7.312E+29,-1.46E+53,7.312E+32,-1.46E+59,7.312E+35,-1.46E+65,7.312E+38,-1.46E+71,7.312E+41,-1.46E+77,7.312E+44,-1.46E+83,7.312E+47,-1.46E+89,7.312E+50,-1.46E+95,7.312E+53,-1.46E+101,7.312E+56,-1.46E+107
721.44,-1.43E-01,721440,-1.43E+05,721440000,-1.43E+11,7.2144E+11,-1.43E+17,7.2144E+14,-1.43E+23,7.2144E+17,-1.43E+29,7.2144E+20,-1.43E+35,7.2144E+23,-1.43E+41,7.2144E+26,-1.43E+47,7.2144E+29,-1.43E+53,7.2144E+32,-1.43E+59,7.2144E+35,-1.43E+65,7.2144E+38,-1.43E+71,7.2144E+41,-1.43E+77,7.2144E+44,-1.43E+83,7.2144E+47,-1.43E+89,7.2144E+50,-1.43E+95,7.2144E+53,-1.43E+101,7.2144E+56,-1.43E+107
711.36,-1.40E-01,711360,-1.40E+05,711360000,-1.40E+11,7.1136E+11,-1.40E+17,7.1136E+14,-1.40E+23,7.1136E+17,-1.40E+29,7.1136E+20,-1.40E+35,7.1136E+23,-1.40E+41,7.1136E+26,-1.40E+47,7.1136E+29,-1.40E+53,7.1136E+32,-1.40E+59,7.1136E+35,-1.40E+65,7.1136E+38,-1.40E+71,7.1136E+41,-1.40E+77,7.1136E+44,-1.40E+83,7.1136E+47,-1.40E+89,7.1136E+50,-1.40E+95,7.1136E+53,-1.40E+101,7.1136E+56,-1.40E+107
701.6,-1.38E-01,701600,-1.38E+05,701600000,-1.38E+11,7.016E+11,-1.38E+17,7.016E+14,-1.38E+23,7.016E+17,-1.38E+29,7.016E+20,-1.38E+35,7.016E+23,-1.38E+41,7.016E+26,-1.38E+47,7.016E+29,-1.38E+53,7.016E+32,-1.38E+59,7.016E+35,-1.38E+65,7.016E+38,-1.38E+71,7.016E+41,-1.38E+77,7.016E+44,-1.38E+83,7.016E+47,-1.38E+89,7.016E+50,-1.38E+95,7.016E+53,-1.38E+101,7.016E+56,-1.38E+107
691.53,-1.35E-01,691530,-1.35E+05,691530000,-1.35E+11,6.9153E+11,-1.35E+17,6.9153E+14,-1.35E+23,6.9153E+17,-1.35E+29,6.9153E+20,-1.35E+35,6.9153E+23,-1.35E+41,6.9153E+26,-1.35E+47,6.9153E+29,-1.35E+53,6.9153E+32,-1.35E+59,6.9153E+35,-1.35E+65,6.9153E+38,-1.35E+71,6.9153E+41,-1.35E+77,6.9153E+44,-1.35E+83,6.9153E+47,-1.35E+89,6.9153E+50,-1.35E+95,6.9153E+53,-1.35E+101,6.9153E+56,-1.35E+107
681.76,-1.33E-01,681760,-1.33E+05,681760000,-1.33E+11,6.8176E+11,-1.33E+17,6.8176E+14,-1.33E+23,6.8176E+17,-1.33E+29,6.8176E+20,-1.33E+35,6.8176E+23,-1.33E+41,6.8176E+26,-1.33E+47,6.8176E+29,-1.33E+53,6.8176E+32,-1.33E+59,6.8176E+35,-1.33E+65,6.8176E+38,-1.33E+71,6.8176E+41,-1.33E+77,6.8176E+44,-1.33E+83,6.8176E+47,-1.33E+89,6.8176E+50,-1.33E+95,6.8176E+53,-1.33E+101,6.8176E+56,-1.33E+107
671.69,-1.30E-01,671690,-1.30E+05,671690000,-1.30E+11,6.7169E+11,-1.30E+17,6.7169E+14,-1.30E+23,6.7169E+17,-1.30E+29,6.7169E+20,-1.30E+35,6.7169E+23,-1.30E+41,6.7169E+26,-1.30E+47,6.7169E+29,-1.30E+53,6.7169E+32,-1.30E+59,6.7169E+35,-1.30E+65,6.7169E+38,-1.30E+71,6.7169E+41,-1.30E+77,6.7169E+44,-1.30E+83,6.7169E+47,-1.30E+89,6.7169E+50,-1.30E+95,6.7169E+53,-1.30E+101,6.7169E+56,-1.30E+107
661.93,-1.28E-01,661930,-1.28E+05,661930000,-1.28E+11,6.6193E+11,-1.28E+17,6.6193E+14,-1.28E+23,6.6193E+17,-1.28E+29,6.6193E+20,-1.28E+35,6.6193E+23,-1.28E+41,6.6193E+26,-1.28E+47,6.6193E+29,-1.28E+53,6.6193E+32,-1.28E+59,6.6193E+35,-1.28E+65,6.6193E+38,-1.28E+71,6.6193E+41,-1.28E+77,6.6193E+44,-1.28E+83,6.6193E+47,-1.28E+89,6.6193E+50,-1.28E+95,6.6193E+53,-1.28E+101,6.6193E+56,-1.28E+107
651.86,-1.25E-01,651860,-1.25E+05,651860000,-1.25E+11,6.5186E+11,-1.25E+17,6.5186E+14,-1.25E+23,6.5186E+17,-1.25E+29,6.5186E+20,-1.25E+35,6.5186E+23,-1.25E+41,6.5186E+26,-1.25E+47,6.5186E+29,-1.25E+53,6.5186E+32,-1.25E+59,6.5186E+35,-1.25E+65,6.5186E+38,-1.25E+71,6.5186E+41,-1.25E+77,6.5186E+44,-1.25E+83,6.5186E+47,-1.25E+89,6.5186E+50,-1.25E+95,6.5186E+53,-1.25E+101,6.5186E+56,-1.25E+107
641.78,-1.23E-01,641780,-1.23E+05,641780000,-1.23E+11,6.4178E+11,-1.23E+17,6.4178E+14,-1.23E+23,6.4178E+17,-1.23E+29,6.4178E+20,-1.23E+35,6.4178E+23,-1.23E+41,6.4178E+26,-1.23E+47,6.4178E+29,-1.23E+53,6.4178E+32,-1.23E+59,6.4178E+35,-1.23E+65,6.4178E+38,-1.23E+71,6.4178E+41,-1.23E+77,6.4178E+44,-1.23E+83,6.4178E+47,-1.23E+89,6.4178E+50,-1.23E+95,6.4178E+53,-1.23E+101,6.4178E+56,-1.23E+107
632.02,-1.21E-01,632020,-1.21E+05,632020000,-1.21E+11,6.3202E+11,-1.21E+17,6.3202E+14,-1.21E+23,6.3202E+17,-1.21E+29,6.3202E+20,-1.21E+35,6.3202E+23,-1.21E+41,6.3202E+26,-1.21E+47,6.3202E+29,-1.21E+53,6.3202E+32,-1.21E+59,6.3202E+35,-1.21E+65,6.3202E+38,-1.21E+71,6.3202E+41,-1.21E+77,6.3202E+44,-1.21E+83,6.3202E+47,-1.21E+89,6.3202E+50,-1.21E+95,6.3202E+53,-1.21E+101,6.3202E+56,-1.21E+107
622.25,-1.19E-01,622250,-1.19E+05,622250000,-1.19E+11,6.2225E+11,-1.19E+17,6.2225E+14,-1.19E+23,6.2225E+17,-1.19E+29,6.2225E+20,-1.19E+35,6.2225E+23,-1.19E+41,6.2225E+26,-1.19E+47,6.2225E+29,-1.19E+53,6.2225E+32,-1.19E+59,6.2225E+35,-1.19E+65,6.2225E+38,-1.19E+71,6.2225E+41,-1.19E+77,6.2225E+44,-1.19E+83,6.2225E+47,-1.19E+89,6.2225E+50,-1.19E+95,6.2225E+53,-1.19E+101,6.2225E+56,-1.19E+107
612.18,-1.17E-01,612180,-1.17E+05,612180000,-1.17E+11,6.1218E+11,-1.17E+17,6.1218E+14,-1.17E+23,6.1218E+17,-1.17E+29,6.1218E+20,-1.17E+35,6.1218E+23,-1.17E+41,6.1218E+26,-1.17E+47,6.1218E+29,-1.17E+53,6.1218E+32,-1.17E+59,6.1218E+35,-1.17E+65,6.1218E+38,-1.17E+71,6.1218E+41,-1.17E+77,6.1218E+44,-1.17E+83,6.1218E+47,-1.17E+89,6.1218E+50,-1.17E+95,6.1218E+53,-1.17E+101,6.1218E+56,-1.17E+107
602.11,-1.15E-01,602110,-1.15E+05,602110000,-1.15E+11,6.0211E+11,-1.15E+17,6.0211E+14,-1.15E+23,6.0211E+17,-1.15E+29,6.0211E+20,-1.15E+35,6.0211E+23,-1.15E+41,6.0211E+26,-1.15E+47,6.0211E+29,-1.15E+53,6.0211E+32,-1.15E+59,6.0211E+35,-1.15E+65,6.0211E+38,-1.15E+71,6.0211E+41,-1.15E+77,6.0211E+44,-1.15E+83,6.0211E+47,-1.15E+89,6.0211E+50,-1.15E+95,6.0211E+53,-1.15E+101,6.0211E+56,-1.15E+107
592.35,-1.12E-01,592350,-1.12E+05,592350000,-1.12E+11,5.9235E+11,-1.12E+17,5.9235E+14,-1.12E+23,5.9235E+17,-1.12E+29,5.9235E+20,-1.12E+35,5.9235E+23,-1.12E+41,5.9235E+26,-1.12E+47,5.9235E+29,-1.12E+53,5.9235E+32,-1.12E+59,5.9235E+35,-1.12E+65,5.9235E+38,-1.12E+71,5.9235E+41,-1.12E+77,5.9235E+44,-1.12E+83,5.9235E+47,-1.12E+89,5.9235E+50,-1.12E+95,5.9235E+53,-1.12E+101,5.9235E+56,-1.12E+107
582.28,-1.10E-01,582280,-1.10E+05,582280000,-1.10E+11,5.8228E+11,-1.10E+17,5.8228E+14,-1.10E+23,5.8228E+17,-1.10E+29,5.8228E+20,-1.10E+35,5.8228E+23,-1.10E+41,5.8228E+26,-1.10E+47,5.8228E+29,-1.10E+53,5.8228E+32,-1.10E+59,5.8228E+35,-1.10E+65,5.8228E+38,-1.10E+71,5.8228E+41,-1.10E+77,5.8228E+44,-1.10E+83,5.8228E+47,-1.10E+89,5.8228E+50,-1.10E+95,5.8228E+53,-1.10E+101,5.8228E+56,-1.10E+107
572.51,-1.09E-01,572510,-1.09E+05,572510000,-1.09E+11,5.7251E+11,-1.09E+17,5.7251E+14,-1.09E+23,5.7251E+17,-1.09E+29,5.7251E+20,-1.09E+35,5.7251E+23,-1.09E+41,5.7251E+26,-1.09E+47,5.7251E+29,-1.09E+53,5.7251E+32,-1.09E+59,5.7251E+35,-1.09E+65,5.7251E+38,-1.09E+71,5.7251E+41,-1.09E+77,5.7251E+44,-1.09E+83,5.7251E+47,-1.09E+89,5.7251E+50,-1.09E+95,5.7251E+53,-1.09E+101,5.7251E+56,-1.09E+107
562.44,-1.07E-01,562440,-1.07E+05,562440000,-1.07E+11,5.6244E+11,-1.07E+17,5.6244E+14,-1.07E+23,5.6244E+17,-1.07E+29,5.6244E+20,-1.07E+35,5.6244E+23,-1.07E+41,5.6244E+26,-1.07E+47,5.6244E+29,-1.07E+53,5.6244E+32,-1.07E+59,5.6244E+35,-1.07E+65,5.6244E+38,-1.07E+71,5.6244E+41,-1.07E+77,5.6244E+44,-1.07E+83,5.6244E+47,-1.07E+89,5.6244E+50,-1.07E+95,5.6244E+53,-1.07E+101,5.6244E+56,-1.07E+107
552.37,-1.05E-01,552370,-1.05E+05,552370000,-1.05E+11,5.5237E+11,-1.05E+17,5.5237E+14,-1.05E+23,5.5237E+17,-1.05E+29,5.5237E+20,-1.05E+35,5.5237E+23,-1.05E+41,5.5237E+26,-1.05E+47,5.5237E+29,-1.05E+53,5.5237E+32,-1.05E+59,5.5237E+35,-1.05E+65,5.5237E+38,-1.05E+71,5.5237E+41,-1.05E+77,5.5237E+44,-1.05E+83,5.5237E+47,-1.05E+89,5.5237E+50,-1.05E+95,5.5237E+53,-1.05E+101,5.5237E+56,-1.05E+107
542.6,-1.02E-01,542600,-1.02E+05,542600000,-1.02E+11,5.426E+11,-1.02E+17,5.426E+14,-1.02E+23,5.426E+17,-1.02E+29,5.426E+20,-1.02E+35,5.426E+23,-1.02E+41,5.426E+26,-1.02E+47,5.426E+29,-1.02E+53,5.426E+32,-1.02E+59,5.426E+35,-1.02E+65,5.426E+38,-1.02E+71,5.426E+41,-1.02E+77,5.426E+44,-1.02E+83,5.426E+47,-1.02E+89,5.426E+50,-1.02E+95,5.426E+53,-1.02E+101,5.426E+56,-1.02E+107
532.84,-1.00E-01,532840,-1.00E+05,532840000,-1.00E+11,5.3284E+11,-1.00E+17,5.3284E+14,-1.00E+23,5.3284E+17,-1.00E+29,5.3284E+20,-1.00E+35,5.3284E+23,-1.00E+41,5.3284E+26,-1.00E+47,5.3284E+29,-1.00E+53,5.3284E+32,-1.00E+59,5.3284E+35,-1.00E+65,5.3284E+38,-1.00E+71,5.3284E+41,-1.00E+77,5.3284E+44,-1.00E+83,5.3284E+47,-1.00E+89,5.3284E+50,-1.00E+95,5.3284E+53,-1.00E+101,5.3284E+56,-1.00E+107
522.77,-9.86E-02,522770,-9.86E+04,522770000,-9.86E+10,5.2277E+11,-9.86E+16,5.2277E+14,-9.86E+22,5.2277E+17,-9.86E+28,5.2277E+20,-9.86E+34,5.2277E+23,-9.86E+40,5.2277E+26,-9.86E+46,5.2277E+29,-9.86E+52,5.2277E+32,-9.86E+58,5.2277E+35,-9.86E+64,5.2277E+38,-9.86E+70,5.2277E+41,-9.86E+76,5.2277E+44,-9.86E+82,5.2277E+47,-9.86E+88,5.2277E+50,-9.86E+94,5.2277E+53,-9.86E+100,5.2277E+56,-9.86E+106
512.7,-9.70E-02,512700,-9.70E+04,512700000,-9.70E+10,5.127E+11,-9.70E+16,5.127E+14,-9.70E+22,5.127E+17,-9.70E+28,5.127E+20,-9.70E+34,5.127E+23,-9.70E+40,5.127E+26,-9.70E+46,5.127E+29,-9.70E+52,5.127E+32,-9.70E+58,5.127E+35,-9.70E+64,5.127E+38,-9.70E+70,5.127E+41,-9.70E+76,5.127E+44,-9.70E+82,5.127E+47,-9.70E+88,5.127E+50,-9.70E+94,5.127E+53,-9.70E+100,5.127E+56,-9.70E+106
502.93,-9.52E-02,502930,-9.52E+04,502930000,-9.52E+10,5.0293E+11,-9.52E+16,5.0293E+14,-9.52E+22,5.0293E+17,-9.52E+28,5.0293E+20,-9.52E+34,5.0293E+23,-9.52E+40,5.0293E+26,-9.52E+46,5.0293E+29,-9.52E+52,5.0293E+32,-9.52E+58,5.0293E+35,-9.52E+64,5.0293E+38,-9.52E+70,5.0293E+41,-9.52E+76,5.0293E+44,-9.52E+82,5.0293E+47,-9.52E+88,5.0293E+50,-9.52E+94,5.0293E+53,-9.52E+100,5.0293E+56,-9.52E+106
492.95,-9.33E-02,492950,-9.33E+04,492950000,-9.33E+10,4.9295E+11,-9.33E+16,4.9295E+14,-9.33E+22,4.9295E+17,-9.33E+28,4.9295E+20,-9.33E+34,4.9295E+23,-9.33E+40,4.9295E+26,-9.33E+46,4.9295E+29,-9.33E+52,4.9295E+32,-9.33E+58,4.9295E+35,-9.33E+64,4.9295E+38,-9.33E+70,4.9295E+41,-9.33E+76,4.9295E+44,-9.33E+82,4.9295E+47,-9.33E+88,4.9295E+50,-9.33E+94,4.9295E+53,-9.33E+100,4.9295E+56,-9.33E+106
483.03,-9.16E-02,483030,-9.16E+04,483030000,-9.16E+10,4.8303E+11,-9.16E+16,4.8303E+14,-9.16E+22,4.8303E+17,-9.16E+28,4.8303E+20,-9.16E+34,4.8303E+23,-9.16E+40,4.8303E+26,-9.16E+46,4.8303E+29,-9.16E+52,4.8303E+32,-9.16E+58,4.8303E+35,-9.16E+64,4.8303E+38,-9.16E+70,4.8303E+41,-9.16E+76,4.8303E+44,-9.16E+82,4.8303E+47,-9.16E+88,4.8303E+50,-9.16E+94,4.8303E+53,-9.16E+100,4.8303E+56,-9.16E+106
473.08,-9.03E-02,473080,-9.03E+04,473080000,-9.03E+10,4.7308E+11,-9.03E+16,4.7308E+14,-9.03E+22,4.7308E+17,-9.03E+28,4.7308E+20,-9.03E+34,4.7308E+23,-9.03E+40,4.7308E+26,-9.03E+46,4.7308E+29,-9.03E+52,4.7308E+32,-9.03E+58,4.7308E+35,-9.03E+64,4.7308E+38,-9.03E+70,4.7308E+41,-9.03E+76,4.7308E+44,-9.03E+82,4.7308E+47,-9.03E+88,4.7308E+50,-9.03E+94,4.7308E+53,-9.03E+100,4.7308E+56,-9.03E+106
463.17,-8.86E-02,463170,-8.86E+04,463170000,-8.86E+10,4.6317E+11,-8.86E+16,4.6317E+14,-8.86E+22,4.6317E+17,-8.86E+28,4.6317E+20,-8.86E+34,4.6317E+23,-8.86E+40,4.6317E+26,-8.86E+46,4.6317E+29,-8.86E+52,4.6317E+32,-8.86E+58,4.6317E+35,-8.86E+64,4.6317E+38,-8.86E+70,4.6317E+41,-8.86E+76,4.6317E+44,-8.86E+82,4.6317E+47,-8.86E+88,4.6317E+50,-8.86E+94,4.6317E+53,-8.86E+100,4.6317E+56,-8.86E+106
